customer_tweet_id,customer_id,customer_text,customer_created_at,brand_tweet_id,parent_tweet_id,brand_text,brand_created_at
1877,116129,"@SpotifyCares Made In Germany, Du Bist Gut, Cover Me and 20 Jahre (this one mostly). Because these are missing, a few compilations have greyed out tracks",Tue Oct 31 23:08:08 +0000 2017,1880,1877,"@116129 1: Thanks! Looks like those albums are currently unavailable. Fingers crossed we'll be able to have them soon, but there's info about...",Tue Oct 31 23:26:54 +0000 2017
2799,116374,@115888 In other news should probs upgrade from shitty 12GB package,Sat Nov 25 15:59:09 +0000 2017,2798,2799,"@116374 Hey Katie, thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /CG",Sun Nov 26 00:27:36 +0000 2017
2802,116375,"@SpotifyCares Montreal, where the ad itself says I’m not allowed to get the deal.

We had another tweet exchange a few days ago when you emailed me the same offer.",Sat Nov 25 15:35:50 +0000 2017,2801,2802,@116375 Sorry about that. You shouldn’t have received an email/notification if you’re not eligible. Can you DM us your account's email address or username? /NQ https://t.co/ldFdZRiNAt,Sun Nov 26 00:27:25 +0000 2017
2804,116375,"So @115888 @3493 @SpotifyCares: three days later you’re still advertising a sale to me for which I’m geographically  ineligible, this time on Facebook. You know you can choose where you want your ads to display on FB, don’t you? https://t.co/AHEZ1EtC57",Sat Nov 25 03:07:20 +0000 2017,2803,2804,"@116375 Hey there! Just to clarify, which part of Canada are currently living in? /MT",Sat Nov 25 06:54:29 +0000 2017
2807,116376,@SpotifyCares https://t.co/RLvNj5Ifow - you having a party without me?,Sat Nov 25 15:13:38 +0000 2017,2805,2807,"@116376 Hey Tom! Not to worry, we're more than happy to bring the party to your place. Would you mind sending this invite out to everyone you know? https://t.co/LwyCWf8WKC 🎉 /TB",Sun Nov 26 00:27:01 +0000 2017
2809,116377,.@SpotifyCares any way to block this particular ad? Happy with ads/dont want premium. Just this ad is really hard to watch over and over and over. Please help. https://t.co/MsW8FjmKw1,Sat Nov 25 15:48:22 +0000 2017,2808,2809,@116377 Hey there! Thanks for taking the time to reach out – we'll pass your feedback on to our Ads team /NQ,Sun Nov 26 00:23:18 +0000 2017
2811,116378,@115888 Im already a premium user can i still avail this promo?,Sat Nov 25 15:55:43 +0000 2017,2810,2811,"@116378 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",Sun Nov 26 00:20:35 +0000 2017
2853,116379,"@SpotifyCares Thanks for the quick reply! I got it to work after un/reinstalling a few times, but I’m on MacOS High Sierra. Looks like version 1.0.68.407.g6864aaaf? I’m not sure what the initial problem was, but again, it’s working now.",Sat Nov 25 15:53:20 +0000 2017,2852,2853,"@116379 Awesome! If you ever need anything else, just shout and we'll come running 🏃 /DF",Sun Nov 26 00:20:17 +0000 2017
2855,116379,"@SpotifyCares I've been trying to select ""no"" for this option multiple times but every time after closing the settings, it goes right back to ""minimized."" I do not want this to boot up at startup. What gives? https://t.co/vX8vY4l0st",Sat Nov 25 00:22:39 +0000 2017,2854,2855,@116379 Hey Dylan! Can you let us know which versions of Spotify and Windows you're running? We'll see what we can suggest /RA,Sat Nov 25 02:02:09 +0000 2017
2857,116380,"@116381 Hey hey! Thanks for reaching out! @SpotifyCares, could you help out with Pascal's payment update?",Fri Nov 24 04:10:37 +0000 2017,2856,2857,@116380 @116381 Hey Pazcal! Could you send us a DM with your account's email address? We'll take a look backstage /MJ https://t.co/ldFdZRiNAt,Sun Nov 26 00:08:23 +0000 2017
2861,116380,"@116382 Booooourns. @SpotifyCares, could you please help out with this one?",Fri Nov 24 02:31:16 +0000 2017,2860,2861,@116380 @116382 Hey there! We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /MJ,Sun Nov 26 00:07:18 +0000 2017
2864,116383,@115888 only credit card??,Sat Nov 25 15:41:20 +0000 2017,2863,2864,@116383 Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt,Sun Nov 26 00:04:36 +0000 2017
2869,116384,"@SpotifyCares why is this album on Spotify if it's not playable? It would be super if was available, THIS IS #2NE1 playlist would be complete if it had all the songs from their first mini album https://t.co/NdN2Hbtdfl",Sat Nov 25 15:40:44 +0000 2017,2867,2869,@116384 Hey there! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have them available again soon /MT,Sun Nov 26 00:04:25 +0000 2017
2868,116384,@SpotifyCares I doubt it :/ but thank you for replying!,Sun Nov 26 03:58:22 +0000 2017,2870,2868,"@116384 You're welcome. Not to worry, we'll pass on your feedback to the right team. If you ever need us again, just say the word. We're always here for you /MT",Sun Nov 26 04:04:37 +0000 2017
2873,116385,"@SpotifyCares every single time someone sends a Spotify link, it never works the first time. I have to 
A L W A Y S press the link twice for it to work 🤦🏻‍♂️🤦🏻‍♂️ https://t.co/MZ9Ai1cFaT",Tue Nov 21 00:30:21 +0000 2017,2872,2873,"@116385 Hey there! Don't worry, help's here. Can you let us know the iPhone model you're using along with its iOS and Spotify versions? We'll see what we can suggest /MT",Tue Nov 21 00:42:55 +0000 2017
2875,116386,@SpotifyCares I'm using my facebook account as a method to log in.,Sat Nov 25 23:56:24 +0000 2017,2874,2875,@116386 We see. Could you DM us your Facebook profile's email address? We'll help out there /CG https://t.co/ldFdZRiNAt,Sat Nov 25 23:59:41 +0000 2017
2877,116386,@115888 Why?? https://t.co/YCUDOLf2za,Sat Nov 25 13:56:17 +0000 2017,2876,2877,@116386 Hey! Could you DM us your account’s email address? We’ll check this out backstage /CG https://t.co/ldFdZRiNAt,Sat Nov 25 22:35:14 +0000 2017
2934,116387,@SpotifyCares Spotify 8.4.24.871 Android version 7.0 device: a brand new Huawei mate 9 . I will look like an ass if it's a matter of just updates😊,Tue Oct 31 21:35:36 +0000 2017,2932,2934,"@116387 Thanks. Is it happening over 3G/4G, WiFi, or both? Does logging out, fully closing the app, and restarting your device help? /KC",Tue Oct 31 22:56:28 +0000 2017
2933,116387,"@SpotifyCares Over all connection, I get this notification from the phone as for loving in and out I did a fresh install, no luck!",Wed Nov 01 03:29:52 +0000 2017,2935,2933,@116387 Can you DM us your account's email address? We'll check things out /KC https://t.co/ldFdZRiNAt,Wed Nov 01 04:14:45 +0000 2017
2937,116387,@115888 the app is killing #phone #battery  fixing this problem? How is this okay. I guess you are getting the money without any complaints,Tue Oct 31 21:20:49 +0000 2017,2936,2937,"@116387 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",Tue Oct 31 21:28:41 +0000 2017
2939,116388,"@115888 this layout looks nice, but really isn’t friendly to left handed users.. my thumb isn’t long enough to hit play! https://t.co/f0mPzFgVcV",Tue Oct 31 22:39:10 +0000 2017,2938,2939,"@116388 Hey! We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /RH",Tue Oct 31 22:49:47 +0000 2017
2944,116391,"Dear @115888 how do i get my discovery playlist to stop suggesting Dutch music to me, it's been a year",Tue Oct 31 21:56:15 +0000 2017,2943,2944,@116391 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,Tue Oct 31 22:48:51 +0000 2017
2946,116392,@SpotifyCares is there anyway to move songs around so they're in my order and not the order of when I added them...if that makes sense?,Tue Oct 31 22:07:04 +0000 2017,2945,2946,@116392 Hi Thomas. It makes total sense! This link should help you sort your awesome tracks: https://t.co/5hjtm5AdqM /LS,Tue Oct 31 22:47:21 +0000 2017
2949,116393,"@SpotifyCares Hi. My @115888 playlists idea's status got changed + can't receive any votes. They sent me a link to a ""similar idea"", but it's closed.",Tue Oct 31 21:47:00 +0000 2017,2947,2949,@116393 Hi Daniel! Can you send us the link to the idea you posted? We'll take a look at what happened 🙂 /NH,Tue Oct 31 22:46:05 +0000 2017
2948,116393,@SpotifyCares Thanks. Here's the link: https://t.co/Luc4FiDrIm,Tue Oct 31 23:03:45 +0000 2017,2950,2948,@116393 2: resending your ideas and using keywords that will help your idea easier to find /RB,Tue Oct 31 23:18:07 +0000 2017
2952,116393,"@SpotifyCares What keywords besides ""playlist"", ""playlists"", + ""song"" would I use?",Tue Oct 31 23:24:38 +0000 2017,2953,2952,"@116393 We suggest using keywords similar to those used in the suggested idea. If you need anything else, give us a shout /RB",Tue Oct 31 23:30:40 +0000 2017
2954,116393,@SpotifyCares I feel like my idea has similar keywords as the one I was told to go to – that's closed and can no longer be voted on.,Tue Oct 31 23:36:18 +0000 2017,2955,2954,"@116393 We hear you. Rest assured, your feedback will be passed on to the right folks /RB",Tue Oct 31 23:42:42 +0000 2017
2948,116393,@SpotifyCares Thanks. Here's the link: https://t.co/Luc4FiDrIm,Tue Oct 31 23:03:45 +0000 2017,2951,2948,@116393 1: Thanks! Ideas usually get closed because they're unable to garner enough votes. We suggest...,Tue Oct 31 23:17:59 +0000 2017
2957,116393,@SpotifyCares Thanks!,Sat Oct 07 22:14:57 +0000 2017,2956,2957,"@116393 You're welcome! If anything else comes up, we're just one tweet away. Have a https://t.co/cPbDPiAv92 🙂 /BH",Sat Oct 07 22:18:05 +0000 2017
2959,116393,"@SpotifyCares I've dragged so many songs to the same playlists over + over. One of the aims of technology is to make everyday tasks easier, right? =]",Sat Oct 07 20:07:09 +0000 2017,2958,2959,@116393 Hey Daniel this sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /BH,Sat Oct 07 22:09:59 +0000 2017
2963,116394,"Hey @SpotifyCares did you take ""You shook me all night long"" off spotify just to piss me off? Why remove the greatest song ever made?",Tue Oct 31 19:59:54 +0000 2017,2961,2963,"@116394 Hey Dustin, we're sorry to hear that! Can you let us know the name of the artist of that track? We'll check it out /NS",Tue Oct 31 22:45:23 +0000 2017
2962,116394,@SpotifyCares AC/DC....,Tue Oct 31 22:46:10 +0000 2017,2964,2962,@116394 Thanks. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /NS,Tue Oct 31 23:09:07 +0000 2017
2965,116394,"@SpotifyCares Well done, guys. 👍🏼 https://t.co/s9HZ9EqjEX",Wed Nov 01 19:25:58 +0000 2017,2966,2965,"@116394 Sorry about that. We’d love to have all of their stuff available, but we have some info about content here: https://t.co/MEjmIRL2eB /JQ",Wed Nov 01 20:00:38 +0000 2017
2969,116395,@SpotifyCares It’s on the mobile app,Tue Oct 31 22:34:21 +0000 2017,2967,2969,@116395 Alright. Can you send us the Song Link then? Just tap the three dots &gt; Share &gt; Copy Link. We'll have a look /AG,Tue Oct 31 22:45:07 +0000 2017
2968,116395,@SpotifyCares https://t.co/T85iGba29f,Tue Oct 31 23:01:35 +0000 2017,2970,2968,@116395 Got it. Are you getting a specific error message when you try playing this track? A screenshot of it would come in handy /KB,Tue Oct 31 23:15:33 +0000 2017
2972,116395,My only Halloween song won’t play and I’m starting to get upset. @115888 help,Tue Oct 31 22:24:59 +0000 2017,2971,2972,"@116395 Hey there! Can you send us the Spotify URI? Just right-click the track &gt; Share &gt; URI. Also, what country is your Spotify account set to? /AG",Tue Oct 31 22:32:11 +0000 2017
3888,116649,@SpotifyCares Okay! I did it! Thanks,Tue Oct 31 22:44:58 +0000 2017,3887,3888,@116649 We've just sent a DM your way. Let's carry on chatting there /AN,Tue Oct 31 23:08:12 +0000 2017
3890,116649,@SpotifyCares What should I do in this cases? Thanks in advance! (2),Tue Oct 31 20:08:43 +0000 2017,3889,3890,@116649 Hi Nico! Can you send us a DM with your account's email address or username? We'll take a look under the hood /XF https://t.co/ldFdZRiNAt,Tue Oct 31 22:39:53 +0000 2017
3893,116650,@SpotifyCares And this is why I’ll love Spotify forever and why you are my favorite music platform. Thank you! 🙏🏽💯❄️,Tue Oct 31 23:05:59 +0000 2017,3892,3893,"@116650 You're welcome! If you ever need us again, just give us a shout. https://t.co/m4HWSbgHVZ 🙂 /LO",Tue Oct 31 23:08:45 +0000 2017
3895,116650,"@SpotifyCares I dunno what system you use that decides which part of the song it gonna play- I love Spotify, but maybe a custom clip option?",Tue Oct 31 22:59:08 +0000 2017,3894,3895,@116650 This sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /LO,Tue Oct 31 23:04:26 +0000 2017
4997,116885,@SpotifyCares what happened to the iOS tap and hold to preview a song feature? I loved it for queuing songs to a playlist.,Tue Oct 31 23:18:52 +0000 2017,4994,4997,@116885 Hey! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /RH,Tue Oct 31 23:29:29 +0000 2017
4995,116885,"@SpotifyCares That stinks. Can you make it a feature, off by default, that I can enable?",Wed Nov 01 00:48:02 +0000 2017,4998,4995,@116885 We hear you. We can’t make any promises but we’ll pass your feedback onto the right folks /RH,Wed Nov 01 00:54:21 +0000 2017
4999,116885,@SpotifyCares I used to use that feature as an example of great UX. 😂🙈🙉🙊,Wed Nov 01 22:04:38 +0000 2017,5000,4999,"@116885 We understand. Don't worry, we'll let the right team know it's something you'd like to see again /NS",Wed Nov 01 22:07:17 +0000 2017
4996,116886,"@SpotifyCares @116885 I can't fathom why you'd get rid of such an unique, useful feature. us heavy-users feel truly alienated/betrayed. please make this right!",Thu Nov 02 08:23:15 +0000 2017,5001,4996,"@116886 Hey Paula, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see again /GK",Thu Nov 02 09:04:10 +0000 2017
5005,116885,"@116886 @SpotifyCares The truth is, although Spotify Cares, they've obviously already found the feature to not be useful to the masses. We are outliers. 😓",Fri Nov 03 12:31:33 +0000 2017,5006,5005,"@116885 We're sorry if you feel that way. In any case, we appreciate your feedback on this. Feel free to tweet us if there's anything else /GK",Fri Nov 03 14:53:51 +0000 2017
5009,116887,@116888 @SpotifyCares Same exact issue. Sound won’t play more than 50% although i have it on full,Tue Oct 31 23:13:39 +0000 2017,5007,5009,@116887 Hey! The cavalry's here. Could you confirm the iOS and Spotify version you're using? We'll see what we can suggest /KB,Tue Oct 31 23:28:06 +0000 2017
5008,116887,@SpotifyCares Spotify 8.4.25.906 and iOS 11,Wed Nov 01 00:08:08 +0000 2017,5010,5008,"@116887 Got it. Is this happening on 3G/4G, WiFi, or both? Do you get the same issue when you use Spotify on other devices? /KB",Wed Nov 01 00:09:50 +0000 2017
5011,116887,@SpotifyCares No just on my phone since I installed iOS 11. Mostly on 3G/4g. It’s very random when it decides not to work.,Wed Nov 01 08:05:27 +0000 2017,5012,5011,"@116887 Are you getting any error messages when it happens? Is it happening when you're using earphones, or even without them? /PL",Wed Nov 01 08:42:36 +0000 2017
5013,116887,"@SpotifyCares Nothing, same problem seems to be happening to a lot of people.",Wed Nov 01 09:14:03 +0000 2017,5014,5013,@116887 We understand. Can you check if the steps here do the trick: https://t.co/cxGHt0bCR8? /PL,Wed Nov 01 09:24:08 +0000 2017
5015,116887,@SpotifyCares Didn’t work,Wed Nov 01 09:53:43 +0000 2017,5016,5015,@116887 Hmm. Can you DM us your account's email address or username? We'll take a look backstage /KM https://t.co/ldFdZRiNAt,Wed Nov 01 12:03:50 +0000 2017
5020,116889,"@SpotifyCares BTW I have a confirmation email to say my email address was updated, then got an email to say my subscription had been cancelled?",Tue Oct 31 23:17:27 +0000 2017,5019,5020,@116889 Hey Lauren! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt,Tue Oct 31 23:27:42 +0000 2017
5023,116890,@SpotifyCares They're back now. I was on my phone's 4g earlier. I don't know what happened but when I connected to my wifi it returned. Thank you though.,Tue Oct 31 23:12:05 +0000 2017,5022,5023,@116890 2: with anything else. https://t.co/m4HWSbgHVZ 🙂 /LO,Tue Oct 31 23:27:34 +0000 2017
5026,116890,@SpotifyCares  All of my songs disappeared from My Songs. They're still in the playlist but I'm not able to view them. https://t.co/lP9IHtod1M,Tue Oct 31 18:27:35 +0000 2017,5025,5026,"@116890 Hey, help's here! Can you try logging in on another device or the web player (https://t.co/aT5o0wcN4V)? Are you seeing your songs? /JP",Tue Oct 31 19:02:29 +0000 2017
5029,116891,@115888 the new iOS is making your app way less usable. Would fancy walking around with a boom box after this update.,Tue Oct 31 22:47:02 +0000 2017,5027,5029,@116891 Hey there! Can you tell us more about what's happening exactly? We'll see what we can suggest /AR,Tue Oct 31 23:24:15 +0000 2017
5028,116891,@SpotifyCares Doesn’t show in lock screen. Can’t adjust volume of phone isn’t unlocked also.,Wed Nov 01 01:26:16 +0000 2017,5030,5028,@116891 Thanks for the info. Could you try logging out &gt; restarting your device &gt; logging back in to see if it helps? Keep us posted /AR,Wed Nov 01 01:30:50 +0000 2017
5031,116891,@SpotifyCares Works. Blame IOS update.,Wed Nov 01 01:52:38 +0000 2017,5032,5031,"@116891 Glad to hear everything's working okay now. If there's anything else we can help you with, just give us a... https://t.co/AUc7DGJpgF 🙂 /CH",Wed Nov 01 02:02:57 +0000 2017
5034,116892,"@115888 can you stop spamming me with ""would you like to open Waze?"" Fuck.",Tue Oct 31 22:54:07 +0000 2017,5033,5034,@116892 Hey there! Can you let us know which device and operating system you're using? We'll see what we can suggest /NQ,Tue Oct 31 23:20:47 +0000 2017
6485,117152,@117153 @SpotifyCares Im paying for premium but every time i log in it keeps saying free service,Sun Oct 08 22:59:03 +0000 2017,6484,6485,@117152 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,Mon Oct 09 00:38:39 +0000 2017
6618,117167,@117168 when I watch an ad video and you say 30 mins ad free. I expect 30 mins ad free. Not 10 mins. https://t.co/1hmNwVarMm,Sun Oct 08 23:04:15 +0000 2017,6615,6618,"@117167 Hey Terry, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /RA",Mon Oct 09 00:42:46 +0000 2017
6616,117167,@SpotifyCares Yes I did. The dude even said thanks for watching now enjoy your 30 mins of ad free music.,Mon Oct 09 00:53:22 +0000 2017,6619,6616,"@117167 Hmm, that's odd. We'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /RA",Mon Oct 09 00:55:20 +0000 2017
6620,117167,@SpotifyCares Ok! Thanks. I will let you know if it happens again. Thanks for every thing! https://t.co/WWH8AKTJUk,Mon Oct 09 00:57:17 +0000 2017,6621,6620,"@117167 You're welcome! If you ever need us again, just give us a... https://t.co/AUc7DGJpgF 🙂 /AR",Mon Oct 09 01:27:29 +0000 2017
6617,117167,@SpotifyCares No it didn't crash. I was cooking dinner and heard about 3 songs. Each song is about 2-3 mins. After the third song the ad played.,Mon Oct 09 00:45:12 +0000 2017,6622,6617,"@117167 Thanks for confirming! Just to check, did you definitely watch the video ad in full after hearing the offer? /RA",Mon Oct 09 00:52:06 +0000 2017
7008,117212,"Excuse me @115888 I have ✌🏽 songs that I never made available commercially, available on your service 🤔 who do I contact",Tue Oct 31 23:35:48 +0000 2017,7007,7008,"@117212 2: mobile, can you send us the Song Link instead? Just tap the three dots &gt; Share &gt; Copy Link. We look forward to your reply /JU",Tue Oct 31 23:43:39 +0000 2017
7011,117213,@117153 y'all charged my account 8 times ..... uhhh,Tue Oct 31 23:21:21 +0000 2017,7010,7011,@117213 Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,Tue Oct 31 23:30:59 +0000 2017
8207,117435,@SpotifyCares Help your boy out,Sun Nov 05 19:00:42 +0000 2017,8205,8207,"@117435 Hey there! Don't worry, help's here. Can you DM us your account's email address? We'll take a look backstage /MT https://t.co/ldFdZRiNAt",Sun Nov 05 22:53:35 +0000 2017
8224,117441,"@117153 I can't seem to get in due to the card or payment provider, yet I checked my card and it is 100% fine. Can you please fix this?",Sun Nov 05 19:05:37 +0000 2017,8223,8224,"@117441 Hi there! Can you DM us your account's email address or username, and a screenshot of the error message? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt",Sun Nov 05 22:54:34 +0000 2017
8265,117444,@SpotifyCares is there an email i can message? Ive been trying to buy premuim for a few days but i keep getting the card bad day error.,Sun Nov 05 19:06:03 +0000 2017,8264,8265,"@117444 Hey, we can help here on Twitter! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt",Sun Nov 05 22:55:22 +0000 2017
8291,117452,"@SpotifyCares add lyrics to all songs on ur app pls, apple music can do it u can too",Sun Nov 05 19:27:12 +0000 2017,8290,8291,"@117452 Hey! If you’re Premium, you can connect your Spotify account to the Musixmatch mobile app to enjoy lyrics: https://t.co/scvbRH6MhL /JS",Sun Nov 05 23:14:29 +0000 2017
8306,117458,@115888 so incredibly annoying that you don't work on roku 🙄,Sun Nov 05 19:25:22 +0000 2017,8305,8306,@117458 Hey Maggie! We have some info about the Spotify app on Roku here: https://t.co/titMn0j3Im. Give us a shout if there's anything else /MT,Sun Nov 05 23:14:47 +0000 2017
8425,117482,Will changing my password stop this person from using my @SpotifyCares? https://t.co/VHJyWGO25j,Sun Nov 19 00:31:46 +0000 2017,8423,8425,@117482 Hey Richard! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /CH,Sun Nov 19 02:26:13 +0000 2017
8424,117482,@SpotifyCares I login with facebook (__email__) - but i think my email account for spotify is my old one (__email__)  that is now defunct. What can I do?,Sun Nov 19 08:14:04 +0000 2017,8426,8424,@117482 We'd recommend deleting your last tweet as it contains sensitive account info. You can DM it to us instead /NY https://t.co/ldFdZRiNAt,Sun Nov 19 09:12:54 +0000 2017
8671,117212,@SpotifyCares Fasho thank you for the help,Tue Oct 31 23:55:59 +0000 2017,8670,8671,@117212 No worries! Just give us a shout if you need anything else. We're... https://t.co/zOXI69QSqg /JU,Tue Oct 31 23:58:22 +0000 2017
8673,117212,"@SpotifyCares Thanks 4 the speedy response but I think I discovered what’s going on, does the desktop app have a way to play music from personal folders?",Tue Oct 31 23:47:25 +0000 2017,8672,8673,@117212 2: here: https://t.co/SgMwFS1ONz. Let us know if you have other questions /JU,Tue Oct 31 23:54:07 +0000 2017
7008,117212,"Excuse me @115888 I have ✌🏽 songs that I never made available commercially, available on your service 🤔 who do I contact",Tue Oct 31 23:35:48 +0000 2017,7009,7008,"@117212 1: Hi there. Don't worry, we'll look into this. Can you send us the Spotify URI? Just right-click the track &gt; Share &gt; URI. If you're on...",Tue Oct 31 23:43:10 +0000 2017
8676,117525,@SpotifyCares Can't access my account. Annoyed that I have to tweet to get tech support for a service I pay for 😡,Tue Oct 31 23:56:39 +0000 2017,8675,8676,@117525 Hey Alex! Can you DM us your account's email address or username? We'll take a look backstage /RH https://t.co/ldFdZRiNAt,Tue Oct 31 23:58:09 +0000 2017
8678,117526,@SpotifyCares I have now tried a different computer on a different network with a different browser (Edge) &amp; still can't push play.,Tue Oct 31 23:50:22 +0000 2017,8677,8678,"@117526 Hmm, that's odd. Could you DM us your account's email address? We'll take a look under the hood /KB",Tue Oct 31 23:56:23 +0000 2017
8682,117526,@SpotifyCares Tried an incognito Chrome window.  No change.  Work has blocked https://t.co/JoK7ESpKMg in Firefox,Tue Oct 31 15:08:12 +0000 2017,8681,8682,@117526 Hmm. Does logging in on a different device show the same issue? Keep us updated /PC,Tue Oct 31 16:37:05 +0000 2017
8686,117526,"@SpotifyCares My web player is stuck in a commercial.  'Play' isn't an option.  Tried clearing cookies, etc. nothing helped. #ijustwantmusic https://t.co/LPxSjwjIHA",Mon Oct 30 19:22:02 +0000 2017,8685,8686,"@117526 Hi Andrea. Don't worry, help's here. Can you tell us what device and browser you're using? We'll see what we can suggest /JU",Mon Oct 30 22:50:16 +0000 2017
