customer_tweet_id,customer_id,customer_text,customer_created_at,brand_tweet_id,parent_tweet_id,brand_text,brand_created_at
576176,255582,@137949 @SpotifyCares Has a recent update broken playing Spotify on a Sonos Play1 using Spotify Connect from the Spotify app? #whoistoblame,Sun Dec 03 08:09:03 +0000 2017,576174,576176,"@255582 Hey there! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /RC",Sun Dec 03 08:57:21 +0000 2017
1870997,558770,@115888 can you please stop losing all of my downloaded songs on pc? thank you,Thu Oct 19 23:14:44 +0000 2017,1870995,1870997,@558770 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this 🙂 /CG,Thu Oct 19 23:57:16 +0000 2017
1877698,560487,@115888 how do I sign up for unlimited on my iPhone,Sat Oct 21 01:41:36 +0000 2017,1877697,1877698,"@560487 Hey! Unlimited may not be available for you at the moment, but we can take a closer look at your account if you DM us your username /MT https://t.co/ldFdZRiNAt",Sat Oct 21 02:37:26 +0000 2017
2230792,152929,Still not fixed the sharing function on androids/Pixels 🙃 @SpotifyCares,Thu Oct 19 15:30:07 +0000 2017,2230791,2230792,@152929 Can you let us know your exact Spotify version? We'll see what we can suggest /JP,Thu Oct 19 16:26:35 +0000 2017
1799488,248048,@SpotifyCares I have access to an artist’s account that I shouldn’t have access to in spotify for artists &amp; dont see how I can delete myself,Sat Oct 14 00:58:40 +0000 2017,1799486,1799488,@248048 Hi! Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdELHu /MT,Sat Oct 14 04:12:23 +0000 2017
1102951,380269,@115888 why do my playlists always have 1 or 2 less songs in them than the mobile app says?  PC has the correct number...,Mon Oct 23 23:51:35 +0000 2017,1102950,1102951,"@380269 Hey Cameron! Does logging out, restarting your device, and logging back in help at all? /LO",Tue Oct 24 00:25:53 +0000 2017
2598010,659498,@SpotifyCares Tried that and still have the same problem.,Fri Nov 17 06:27:23 +0000 2017,2598011,2598010,"@659498 Thanks for giving it a shot. Just to check, are you able to play that track with Offline Mode enabled? /RH",Fri Nov 17 06:32:11 +0000 2017
44377,776958,@115888 Howwww :(((,Tue Nov 21 14:47:00 +0000 2017,2782177,44377,"@776958 Hey Patrissia, help's arrived! To take advantage of this offer, you must not have had a Premium subscription in the past. Check out more details at https://t.co/Gp5xcUoTsa. We hope this helps /DI",Tue Nov 21 17:02:23 +0000 2017
1966378,582774,Thank you so much @SpotifyCares you guys go above and beyond!,Wed Oct 18 17:11:29 +0000 2017,1966377,1966378,"@582774 You're welcome and thanks for the kind words! By the way, you might've missed our DM. Check out your messages /JP",Wed Oct 18 17:19:42 +0000 2017
482486,270310,@115888 If i’m a current premium user. Can i have this?,Wed Nov 22 13:12:51 +0000 2017,634041,482486,@270310 Hey Ben! Can you DM us your account's email address? We'll take a look backstage /SJ,Wed Nov 22 16:33:50 +0000 2017
1794140,539150,"@SpotifyCares Hey, I can't play any @124708 songs today? I get an error ""This song is not available"" Have they been pulled from the UK?",Thu Oct 12 08:41:09 +0000 2017,1794139,1794140,"@539150 Hi Cliff, that doesn't sound good. Could you send over your account's username or email address? We'll take a look backstage /JO https://t.co/ldFdZRiNAt",Thu Oct 12 08:51:27 +0000 2017
2312364,134422,Hey @115888 what in the world is stranger things mode and how do I make it happen. I want to get killed by a mindflayer https://t.co/nJf1QT2A2L,Sun Nov 12 16:47:46 +0000 2017,2312362,2312364,"@134422 @118134 2: Stranger Things soundtrack, it will let you see the album differently. More info here: https://t.co/eR59jGddYG /RH",Sun Nov 12 22:19:42 +0000 2017
2970798,819438,"@SpotifyCares That worked, thank you!",Thu Nov 30 01:13:13 +0000 2017,2970800,2970798,@819438 You're welcome! Let us know if you ever need us again. We'd be happy to help. https://t.co/m4HWSbgHVZ 🙂 /LO,Thu Nov 30 01:17:45 +0000 2017
874036,327502,@38621 charged from my card but didnt upgrade my account since it says my student status cant be verifyed,Fri Oct 20 20:13:50 +0000 2017,874035,874036,@327502 Hi there! We've just replied to your DM. We'll carry on helping out there /JX,Fri Oct 20 20:48:02 +0000 2017
2038745,602825,@115888 no Spotify service in Egypt. Just saying. 😤,Thu Oct 05 09:31:41 +0000 2017,2038744,2038745,@602825 Hey! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM to be first to hear /AY,Thu Oct 05 09:37:22 +0000 2017
664264,278312,"@181186  Hey Spotify MY , The car horn ad is just noise pollution to someone blasting music. It seriously hurts the ears, pls remove pls",Mon Nov 06 14:30:08 +0000 2017,664263,664264,@278312 Hey! We appreciate your feedback on this. We'll be sure to pass it on to our Ads team /AY,Mon Nov 06 15:05:43 +0000 2017
2306918,669230,Man someone hacked my Spotify account😒 @115888 y’all better fix this or I want a year of free music,Mon Nov 13 00:24:32 +0000 2017,2306917,2306918,@669230 Hey there! We've just sent you a DM 🙂 /DF,Mon Nov 13 00:44:32 +0000 2017
2306183,669054,@SpotifyCares 11.0.3 os. Spotify 8.4.26.793,Mon Nov 13 00:55:23 +0000 2017,2306185,2306183,@669054 Thanks. Can you try logging out &gt; restarting your phone &gt; logging back in? Let us know if that makes a difference /RH,Mon Nov 13 00:57:39 +0000 2017
321501,192596,"@SpotifyCares done, thank you.",Sat Oct 07 14:25:57 +0000 2017,321502,321501,@192596 We've just replied to your DM. Let's carry on chatting there /KM,Sat Oct 07 14:33:42 +0000 2017
1191878,400137,spotify should fr add an alarm setting to their app like i want to wake up to my favorite music but im also broke as hell @115888,Wed Oct 25 07:32:13 +0000 2017,1191877,1191878,"@400137 Hey Ashton, a sleep timer is a great idea! Help make it happen by adding support here: https://t.co/pMmX7wXq24 /HC",Wed Oct 25 07:50:24 +0000 2017
2128530,626611,"@SpotifyCares, when will I be receiving an email with the code for @84365's presale happening in an hour? I already follow him on your platform. Thanks much!",Wed Nov 08 17:01:46 +0000 2017,2128529,2128530,@626611 Hey there! Pre-sale codes are being sent out by email to some of Tom Misch's biggest fans on Spotify. Hopefully you're one of them /JX,Wed Nov 08 17:16:25 +0000 2017
821819,315759,@115888 why does the app crash everytime I try to share a song/playlist?,Thu Oct 12 17:43:22 +0000 2017,821818,821819,"@315759 Hey Brandon! Don’t worry, we can help. Can you let us know the device/OS you’re using? /MX",Thu Oct 12 18:48:28 +0000 2017
2916568,807280,"@SpotifyCares Alright, thanks for the response",Wed Nov 29 00:08:15 +0000 2017,2916569,2916568,@807280 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB,Wed Nov 29 00:15:15 +0000 2017
2264884,659282,@115888 @146177 @12899 Where is Reputation?,Sat Nov 11 01:00:39 +0000 2017,2264883,2264884,"@659282 Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /MG",Sat Nov 11 02:44:05 +0000 2017
816521,314447,"@SpotifyCares Why do all of my songs sound like they're on ket? Literally everything's playing at like 2x speed, lads help",Thu Oct 12 16:05:44 +0000 2017,816520,816521,@314447 Hey Joel! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /SU,Thu Oct 12 16:48:44 +0000 2017
2692975,756949,Ugh i can't get my stranger things mode to work @115888 https://t.co/YLWQPzXxZh,Sun Nov 19 15:01:19 +0000 2017,2692973,2692975,"@756949 Hey there, we're here to help! Could you give this playlist a listen to see if it helps: https://t.co/4cQt9Vn0ec? Let us know /TB",Sun Nov 19 17:23:17 +0000 2017
2183045,639471,"@SpotifyCares Decided to humor you by attempting this, but it obviously didn't work... maybe the algorithm just knows much I love ""New Music Friday?"" https://t.co/KaL0CnmALS",Thu Nov 09 16:36:06 +0000 2017,2183044,2183045,"@639471 We were so excited about the new music, we decided to hand it out a day early! We'll try to keep our composure next week 🙂 /TF",Thu Nov 09 17:04:17 +0000 2017
2513098,249702,"@118266 @133324 WHY THIS IS NOT SPOTIFY SPAIN
😥😥😥😥😥",Wed Nov 15 22:39:25 +0000 2017,2513096,2513098,"@249702 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa 🙂 /JI",Wed Nov 15 22:54:11 +0000 2017
1252715,413857,@SpotifyCares I tried this. It seemed like it worked at first but it's back to doing the same thing.,Mon Oct 16 19:23:16 +0000 2017,1252716,1252715,@413857 Thanks for trying. Could you send us your account's email address or username via DM? We'd like to check further /RK https://t.co/ldFdZRiNAt,Mon Oct 16 22:10:54 +0000 2017
43447,125636,"Please consider accepting #BitcoinCash for payments @spotifycares - it’s fast and secure, with low fees! More @ https://t.co/YsDKU63vw3",Wed Nov 01 15:56:34 +0000 2017,43446,43447,@125636 Hey Vixzer! We can see how that’d be useful! You can vote for the official idea here: https://t.co/snIzzj29Vz /TF,Wed Nov 01 16:09:07 +0000 2017
2919421,808052,hi @115888 please fix your app the new update killed it https://t.co/W8tEGoTRnh,Tue Nov 28 21:13:59 +0000 2017,2919420,2919421,@808052 Hey there! Everything should be running smoothly now. Let us know if this is still happening /GS,Wed Nov 29 00:39:08 +0000 2017
2027303,599510,@SpotifyCares How often do the genres of my daily mixes get updated?,Mon Nov 06 18:17:10 +0000 2017,2027302,2027303,"@599510 Hi Josh! They're determined by algorithms. As your music taste evolves, so do the mixes. There's more here: https://t.co/OCqPV5UbGd 🙂 /T",Mon Nov 06 19:59:38 +0000 2017
1632119,283473,@SpotifyCares  Check out these awesome Christmas tracks just waiting for a playlist add. https://t.co/skpNUfuQFp,Thu Nov 30 17:57:35 +0000 2017,1632118,1632119,@283473 Hey Lance! Our Curation team are independent so there's no formal submission process. Check out https://t.co/Ackn8bZUwo to help you gain visibility /K,Thu Nov 30 19:27:18 +0000 2017
50627,127359,@SpotifyCares Same person) or a song followed by the remix of the same song. So frustrating I want random shuffle! It's the most recent app update on iOS,Thu Nov 02 07:22:11 +0000 2017,50628,50627,"@127359 That's odd. Just to check, does it do the exact same thing when you shuffle it again? /MU",Thu Nov 02 07:32:03 +0000 2017
2297992,667079,"@SpotifyCares Hi I changed my phone yesterday to an iPhone6 but I can’t get Premium even though I’m a premium subscriber, please rectify for me. Thanks",Sun Nov 12 11:29:46 +0000 2017,2297990,2297992,"@667079 Hi Phelim, help's here! Can you DM us your account's email address or username? We'll take a look backstage /GT https://t.co/ldFdZRiNAt",Sun Nov 12 14:23:41 +0000 2017
2691957,382883,@SpotifyCares Yooo!!! You rock 🤘 https://t.co/KrNfhqGQWw,Sun Nov 19 20:40:32 +0000 2017,2691959,2691957,@382883 Thanks. We’re working on it at the moment. We're always trying to improve Spotify. Stay tuned /BE,Mon Nov 20 02:31:59 +0000 2017
2065478,610806,Nice to know I have a day left on my @115888 premium but they've ripped me off and cut it off too early.,Sat Oct 07 23:22:16 +0000 2017,2065476,2065478,@610806 Hey! Sorry to hear that. Can you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt,Sat Oct 07 23:28:54 +0000 2017
634352,270402,@SpotifyCares Does Spotify Mac do a fade in on play if it’s been idle for a while or is it my amp? Cross fade tracks is off in the settings.,Wed Oct 04 19:43:46 +0000 2017,634351,634352,"@270402 Hi Joris, help's arrived! Just to check, do you hear fade in while playing music on other speakers? Let us know /TY",Wed Oct 04 21:39:05 +0000 2017
2646422,746661,"Spotify, if I find a new artist, the last thing I want to hear is a commentary album by this artist.",Fri Nov 17 20:11:48 +0000 2017,2646420,2646422,"@746661 Hey! We hear you loud and clear. We can’t make any promises, but we’ll pass your feedback onto the right folks. Let us know if you need help with anything else /MO",Fri Nov 17 22:14:40 +0000 2017
927653,340097,@115888 I can't seem to login my account on your website but I can login with my phone app and my desktop WHY??? Can you pls check??,Sat Oct 21 11:58:58 +0000 2017,927652,927653,@340097 Hi Phillip! Can you DM us your account's username or email address? We'll take a look backstage /MC https://t.co/ldFdZRiNAt,Sat Oct 21 14:45:06 +0000 2017
820766,315500,Has anyone else’s #ios11update fucked up the volume with @115888 ?!,Thu Oct 12 21:56:28 +0000 2017,820765,820766,@315500 Hey Abi! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MX,Thu Oct 12 22:15:01 +0000 2017
1548924,479479,@115888 hey can you guys make an update where i can upload pictures + descriptions on playlists on the app,Sat Nov 04 01:09:38 +0000 2017,1548923,1548924,@479479 Hey Miranda! We'll gladly let the right folks know it's something you'd like to see. Give us a shout if you need us 🙂 /BH,Sat Nov 04 02:35:48 +0000 2017
2397304,689954,@117153 hey! was rejected in spotoify premium for students but i'm still charged. please give me a refund as i have not been granted  premium account.,Tue Nov 14 12:18:25 +0000 2017,2397303,2397304,@689954 Hey! We've just sent a DM your way. Let's carry on chatting there /NY,Tue Nov 14 12:54:54 +0000 2017
1802412,324170,"Hey, @115888, can you guys NOT raise the volume on the ads?! Are you trying to rupture my ear drums?",Fri Oct 13 10:49:29 +0000 2017,1802411,1802412,"@324170 Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /HC",Fri Oct 13 12:47:54 +0000 2017
1942510,577598,@SpotifyCares So will it still be free?,Mon Oct 30 01:15:38 +0000 2017,1942512,1942510,"@577598 Just to clarify, are you referring to the Starbucks promo? /MT",Mon Oct 30 01:28:03 +0000 2017
648657,274162,"@SpotifyCares That doc doesn't include an Edit section for android, because it isn't possible on android, and that's ridiculous.",Thu Nov 23 01:36:30 +0000 2017,648659,648657,@274162 Sorry for the confusion. We're afraid editing playlists isn't currently possible on Android devices. We'd suggest adding your support for the idea in our Community at https://t.co/cxqCh7BOea /AR,Thu Nov 23 02:54:01 +0000 2017
634052,270315,El oh vee eeeee &amp; affection 💓  https://t.co/I1B3M4Pcze,Wed Nov 22 12:36:51 +0000 2017,634051,634052,"@270315 Aww, how sweet! You've made us blush. We feel so... https://t.co/GGsiYakp7I 💚 /LX",Wed Nov 22 16:31:28 +0000 2017
211098,166000,@SpotifyCares Hello! I did as you said and it still only shows 3 people I follow :O,Wed Oct 04 16:29:31 +0000 2017,211096,211098,@166000 Got it. Could you check if following the steps at https://t.co/46sWVpIvlI does the trick? /DV,Wed Oct 04 17:41:03 +0000 2017
2750595,770078,@SpotifyCares please Direct message me. Can’t reach out to anyone at your company about some fraudulent charges.  0 points for customer service at this point.,Tue Nov 21 00:19:31 +0000 2017,2750594,2750595,@770078 Hey John! Can you DM us your account's email address? We'll check things out /KC https://t.co/ldFdZRiNAt,Tue Nov 21 00:21:02 +0000 2017
2259674,657991,@115888 Things I listened to this morning offline are suddenly unavailable without re-downloading. Wtf.,Sat Nov 11 00:06:23 +0000 2017,2259673,2259674,"@657991 Hi, sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. This should help /RB",Sat Nov 11 01:12:49 +0000 2017
1884064,562177,"@SpotifyCares I just renewed my subscription through Rogers, but it hasn't reflected on my account yet. Just curious how long it'll take?",Mon Oct 23 00:01:18 +0000 2017,1884063,1884064,@562177 Hey Kyle! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,Mon Oct 23 05:22:25 +0000 2017
708724,289428,"Hi @115888, I accidentally listened to a mumble rap song last week, now my whole Discover Weekly playlist is mumble rap. How do I reset it?",Tue Oct 10 19:52:56 +0000 2017,708725,708724,"@289428 1: Hi Ryan! We're afraid it's not possible to reset it at the moment. Don't worry, it’ll be re-tuned on Monday. Just keep listening...",Tue Oct 10 20:21:22 +0000 2017
93860,136353,"@SpotifyCares got PW reset message, follow link, enter new password but then get this message. Generate new reset e-mail, same thing. Happening on Chrome and Firefox. Help? https://t.co/7AATasWWBZ",Thu Nov 30 15:41:16 +0000 2017,93859,93860,"@136353 Hey Sebastian, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CO https://t.co/ldFdZRiNAt",Thu Nov 30 15:57:54 +0000 2017
2545889,723623,"@115888 just took “Take Care” the album off spotify over night, put that shit back up!",Thu Nov 16 11:41:32 +0000 2017,2545887,2545889,"@723623 Hi Randy! Are you referring to Drake's album? If not, can you tell us the name of the artist whose album you're looking for? /RR",Thu Nov 16 14:04:06 +0000 2017
1450243,456527,@115888 @116130 @125633 @117168,Thu Nov 02 16:54:41 +0000 2017,1450242,1450243,@456527 Hey there! This sounds like something for our Artist Services team. You can reach out to them here: https://t.co/3j9HWSEG0s /KP,Thu Nov 02 17:01:05 +0000 2017
1175729,396567,Why does @115888 just stop playing my music every 5 min? I can't work with this.,Tue Oct 24 20:13:14 +0000 2017,1175728,1175729,"@396567 ¡Hey there! Can you tell us what device, operating system and Spotify version you're using? /LF",Tue Oct 24 20:52:46 +0000 2017
1872865,559237,@115888 I would appreciate it if things like Dark Horse didn’t play when I hit shuffle on Harry Styles’ album. Thank you.,Fri Oct 20 03:59:35 +0000 2017,1872864,1872865,@559237 Hey Morgan! Could you let us know your account's email address or username via DM? We'll check backstage /RK https://t.co/ldFdZRiNAt,Fri Oct 20 05:20:37 +0000 2017
1682039,511351,@SpotifyCares Is there a way to stream @115888 from my Apple Watch3 over LTE without using my phone? I don't want to switch to @115948,Mon Nov 06 15:21:39 +0000 2017,1682038,1682039,"@511351 Hey Thom! We're afraid this isn't possible now, but you can vote for the idea here https://t.co/SEK4E4gi22 /JP",Mon Nov 06 16:20:46 +0000 2017
2583359,732088,@SpotifyCares I am trying to cancel my free trial before I get charged but it is telling me I have no subscriptions and therefore there's no cancel option. I def got free trial and am worried I will be charged.,Thu Nov 16 23:07:17 +0000 2017,2583358,2583359,"@732088 Hi Georgie, help's arrived! Can you DM us with your account's username and email address? We'll check it out /WW https://t.co/ldFdZRiNAt",Thu Nov 16 23:19:01 +0000 2017
2646371,746642,@SpotifyCares I’m on the latest version updated for iPhone X. These issues were present prior to the update for me as well.,Fri Nov 17 22:42:15 +0000 2017,2646373,2646371,@746642 Thanks for letting us know. Does restarting your device make any difference? Let us know how it goes /XF,Fri Nov 17 22:46:14 +0000 2017
1276544,418795,The @115888 Halloween playlist without any White Zombie or Rob Zombie is an epic fail. You can't get any more Halloween than that!!!,Thu Oct 26 15:07:20 +0000 2017,1276543,1276544,"@418795 Hi! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /AU",Thu Oct 26 15:42:50 +0000 2017
