customer_tweet_id,customer_text,intent,predicted_intent,correct
5026,@SpotifyCares  All of my songs disappeared from My Songs. They're still in the playlist but I'm not able to view them. https://t.co/lP9IHtod1M,"Playlist, Library & Sync","Playlist, Library & Sync",True
40654,@SpotifyCares Can you help me,Other / Unclear,Other / Unclear,True
55254,@SpotifyCares what does following an Artist do?,Features & Product Feedback,Other / Unclear,False
102212,@SpotifyCares I already tried a different browser and now I just tried incognito. No difference. Still frozen.,App & Web Player Technical,App & Web Player Technical,True
70711,what the fuq with your web player ? @121907 @115888 #spotifyth it keeps getting crashed all the freaking time !,App & Web Player Technical,App & Web Player Technical,True
66005,@131101 @SpotifyCares I feel the same surly they can have the radio edits?  I feel this a really bad thing especially since they have “family sharing” plan.,Features & Product Feedback,Other / Unclear,False
41775,I wish @115888 had a feature that allowed you to add artists/songs to a 'don't play ever' list. Won't name names in public. https://t.co/6cgfiKvrHA,Features & Product Feedback,Features & Product Feedback,True
44681,Look I love you &amp; all but also get your shit together and stop undownloading all my songs @115888 this $10 ain’t a joke,"Playlist, Library & Sync","Playlist, Library & Sync",True
48586,@SpotifyCares This worked for 1 day and the release date is gone and only the year is shown.,Other / Unclear,Other / Unclear,True
53734,why cant you change the song on spotify from the lock screen or swipe up menu any more @SpotifyCares,Playback & Streaming,Playback & Streaming,True
32069,"@117153 unable to make payment for my premium account, nothing wrong with my card as checked with the bank.",Subscription & Billing,Subscription & Billing,True
79453,@115888 Why can’t virgin mobile users subscribe.,Subscription & Billing,Other / Unclear,False
48115,@SpotifyCares Thanks for your information 🙏🏼,Other / Unclear,Other / Unclear,True
77728,My @115888 it's okay now 😍 I can download and stream all the songs of @133324  💜💜💜,Other / Unclear,"Playlist, Library & Sync",False
7008,"Excuse me @115888 I have ✌🏽 songs that I never made available commercially, available on your service 🤔 who do I contact",Content Availability,Content Availability,True
5013,"@SpotifyCares Nothing, same problem seems to be happening to a lot of people.",Other / Unclear,App & Web Player Technical,False
83723,#feature request for @115888 As a user I want to see MY playlists that contain a song when I search for it in the search bar,Features & Product Feedback,Features & Product Feedback,True
70715,My @115888 won’t work while I’m using other apps what’s that about?,App & Web Player Technical,Playback & Streaming,False
43461,"@SpotifyCares Sure! It’s a concept album, so order is important. ☺️ Thanks! https://t.co/LRdM0G5fmo",Other / Unclear,Other / Unclear,True
95815,@SpotifyCares when are you guys gonna put up @40980 X Hit-Boy Collab album Courtesy Of Half-A-Mil I really wanna listen to that album guys,Content Availability,Other / Unclear,False
37708,"hi @SpotifyCares i think im being charged twice, can you help??",Subscription & Billing,Subscription & Billing,True
62431,@SpotifyCares sent a DM! Was wondering if I could get some help :),Other / Unclear,Other / Unclear,True
64351,"@SpotifyCares  Hi, I pay for preiumn, but can't access it, it tells me I am on Free, have tried sorting problem with web site but no luck, problem started when I git a new phone in August. Any ideas before I cancel my account. Thank you",Subscription & Billing,Subscription & Billing,True
56067,@115888 How do we hide this “Find Friends” window on the Mac app? I don’t use it and it’s a waste of space.,Features & Product Feedback,App & Web Player Technical,False
97679,@SpotifyCares I have a problem with Spotify premium. Am I able to change which account has it because I bought it on the wrong account,Subscription & Billing,Subscription & Billing,True
21144,@115888 but when will we be able to see how long our play queue is,Features & Product Feedback,Playback & Streaming,False
93902,@115888 why isn’t star shopping by lil peep on spotify,Content Availability,Other / Unclear,False
54539,What? Kool Keith's album Dr. Octogonocologist isn't on @115888? Do I have to switch back to Google Play Music?,Content Availability,Playback & Streaming,False
83689,"i was thinking, what if @115888 had achievements for like how many times you played a song or when someone else is listening to your playlist",Features & Product Feedback,"Playlist, Library & Sync",False
100196,@SpotifyCares @137960,Other / Unclear,Other / Unclear,True
83673,sometimes i wonder what kind of algorithm @115888 uses to create my weekly playlist... you've once again put some weird stuff together guys,Features & Product Feedback,"Playlist, Library & Sync",False
8671,@SpotifyCares Fasho thank you for the help,Other / Unclear,Other / Unclear,True
48108,@SpotifyCares  I've been having issues connecting to the Desktop App at work. Can you help me with this?,App & Web Player Technical,App & Web Player Technical,True
23279,"@SpotifyCares Latest version, it only freezes when I play from the side menu on my ps4",App & Web Player Technical,Playback & Streaming,False
100153,"@137953 @137954 @SpotifyCares Spoti ont fait le nécessaire, plus qu'à expliquer que le Hamburger en version francisée se dira Hambourgeois en référence à la ville dont il est originaire et non ""Hamburgé"" et le monde sera meilleur. #hope  #change #sandwich #bullshit",Other / Unclear,Other / Unclear,True
55223,@SpotifyCares hey I just tried to save a new album to my library and it says my library is full. Is this a bug?,"Playlist, Library & Sync","Playlist, Library & Sync",True
38979,@SpotifyCares does spotify including gaming content? Because it withdraws credit from my phone Rp 2.000/day. And it is everyday,Subscription & Billing,App & Web Player Technical,False
91670,"OK, it just happened again and I updated my account , @SpotifyCares can you help? Someone is hijacking my account.",Account & Security,Account & Security,True
48093,WHY IS THIS NOT ON @115888  !!!!      - I need to properly cry today and this is impeding that https://t.co/vxNWdnsnjT,Content Availability,Other / Unclear,False
70707,@SpotifyCares i have only Chrome... others are not allowed at office T_T,App & Web Player Technical,Other / Unclear,False
38303,"Hey @115888, how do you know the music I listened to 15 years ago? Actually need an answer to this one.",Features & Product Feedback,Other / Unclear,False
36162,@SpotifyCares already tried with an other computer and for the password dont need it im loggin with my facebook account !,Account & Security,Account & Security,True
56076,@SpotifyCares I can’t right click the track if the track is no longer viewable and/or no longer shows up when searched for.  My account is U.S.,Content Availability,Other / Unclear,False
58280,@SpotifyCares https://t.co/7o1265L4mk I cannot even find it on the app anymore.  I'm set to United States.,Content Availability,App & Web Player Technical,False
48136,@SpotifyCares The link you sent talks about songs being removed. Im talking about the entire Spotify application going. See the picture. Always happening. https://t.co/TV4qAM8eZA,App & Web Player Technical,App & Web Player Technical,True
89525,@115888 Hey do you mean IDR 49.900?? cuz the last time i checked it's not IDR 4.900 for sure,Subscription & Billing,Other / Unclear,False
80939,"@SpotifyCares It doesn't appear to make a difference on wi-fi or data. I don't use it on another device so no idea, sorry",App & Web Player Technical,App & Web Player Technical,True
58935,@115888 @SpotifyCares,Other / Unclear,Other / Unclear,True
86411,I really miss the @115888 messages feature :( being able to send songs to other spotify users without having to go via another social media...,Features & Product Feedback,Features & Product Feedback,True
38317,@SpotifyCares check dm pls,Other / Unclear,Other / Unclear,True
102208,"@SpotifyCares hey there, so i'm playing a playlist and then denzel curry - ultimate comes on and plays, but the song keeps ""playing"" after the song is over. the song was supposed to be over at 3:09 but it's now at 25:15 with no sound or anything and i can't pause or skip. pls hlp",Playback & Streaming,Playback & Streaming,True
54542,@3072 your Android SDK API doc reference is not available? https://t.co/jRGfGb8XMg @115888 https://t.co/CgWndZfif5,Other / Unclear,Content Availability,False
4997,@SpotifyCares what happened to the iOS tap and hold to preview a song feature? I loved it for queuing songs to a playlist.,Features & Product Feedback,Features & Product Feedback,True
11171,@SpotifyCares @118117 Why does it say “can’t play this right now” and why are playlist songs greyes out (originally imported from iTunes),Playback & Streaming,"Playlist, Library & Sync",False
31595,@115888 Student discount via bdo card not working,Subscription & Billing,Subscription & Billing,True
2861,"@116382 Booooourns. @SpotifyCares, could you please help out with this one?",Other / Unclear,Other / Unclear,True
6485,@117153 @SpotifyCares Im paying for premium but every time i log in it keeps saying free service,Subscription & Billing,Subscription & Billing,True
2959,"@SpotifyCares I've dragged so many songs to the same playlists over + over. One of the aims of technology is to make everyday tasks easier, right? =]","Playlist, Library & Sync","Playlist, Library & Sync",True
36740,Today I became a @116130 @115888 tester !!! Thanks for pointing me in the right direction @SpotifyCares !!! https://t.co/yBXDugjS5c,Other / Unclear,Other / Unclear,True
72087,@115888 You are so ungrateful and pathetic,Other / Unclear,Other / Unclear,True
38953,@SpotifyCares issue with my account,Other / Unclear,Other / Unclear,True
91669,"@SpotifyCares OK, I did all those steps, fingers crossed and Thanks!",Other / Unclear,Other / Unclear,True
86407,"@SpotifyCares Spotify version 8.4.29.29 armv7,Android version 6.0.1",Other / Unclear,App & Web Player Technical,False
83661,"@115888 hey spotify always the same , i listen the same music every day , and the ""daily discover"" is just music i don't like ....just sad men ....every day i put my headphones and i want a new discovery but always end in my own playlists..😑",Features & Product Feedback,"Playlist, Library & Sync",False
36734,@SpotifyCares any idea why Spotify premium keeps saying ‘cannot play song’ on multiple tracks and artists?,Playback & Streaming,Subscription & Billing,False
83685,"@SpotifyCares I just noticed this, you guys are funny. I love it! Haha.",Other / Unclear,Other / Unclear,True
40663,@SpotifyCares hi I was wondering I recently lost my bank card I was wondering if my payment would still come out of my account,Subscription & Billing,Subscription & Billing,True
64347,@SpotifyCares Just did !,Other / Unclear,Other / Unclear,True
17966,@SpotifyCares https://t.co/MUE1aQFaeH And country is Germany but a friend mine is in the US and only sees those 2 songs as well in the latest album.,Content Availability,Content Availability,True
100151,@SpotifyCares Reset password The CSRF token is invalid. Please try to resubmit the form.Please fix this!!!!!!!!!!!!!!!!!!!,Account & Security,Account & Security,True
48101,@SpotifyCares You guys have the best support team!! I'll DM you now :),Other / Unclear,Other / Unclear,True
95825,"@SpotifyCares hi there, I miss Emma  Chaplin spent last Stelle and vedimaria can you added please?",Content Availability,Other / Unclear,False
50550,"@SpotifyCares Yesssssssss man I love you guys.Screw Apple Music, it blows.",Other / Unclear,App & Web Player Technical,False
39766,@115888 web player continually cuts out on me and absolutely ruins my flow while at work. 👎,App & Web Player Technical,Playback & Streaming,False
67679,"@SpotifyCares Tracks constantly skipping, jumping. Doesn't matter whether I'm on 4G, WiFi, whether tracks are downloaded or streamed. About a month now.",Playback & Streaming,"Playlist, Library & Sync",False
5009,@116888 @SpotifyCares Same exact issue. Sound won’t play more than 50% although i have it on full,Playback & Streaming,Playback & Streaming,True
89564,@SpotifyCares Why have I been charged twice for my subscription this month?,Subscription & Billing,Subscription & Billing,True
58925,@115888 having issues with verifying some artist. Pls DM me . Thanks,Other / Unclear,Other / Unclear,True
77736,@SpotifyCares @116130 why do you guys always add britney spears to the Easy 00s playlist and then remove her?,"Playlist, Library & Sync","Playlist, Library & Sync",True
64365,@115888  what is this 😂 #StrangerThings https://t.co/1qAPa8ijve,Other / Unclear,Other / Unclear,True
64367,@115888 why have you charged me £14.99 on the 18th of November as I upgraded my subscription and @118101 why have you then charged me £9.99 on the 26th of November for a standard premium spotify account. @118101 SORT OUT A REFUND ASAP!!!!,Subscription & Billing,Subscription & Billing,True
89521,2 times in the last week @spotifycares has prompted me to update my password.  The most recent time your system rejects my attempt to update my password for my locked out premium account.  Wtf?,Account & Security,Account & Security,True
65991,@SpotifyCares @131098 can you explain why almost all Sinterklaas children's songs on your platform contain racist and/or degrading lyrics? How do I easily find non-offensive songs?,Features & Product Feedback,"Playlist, Library & Sync",False
39737,Hey @116130 is there any chance of you adding more fabriclive albums?,Features & Product Feedback,Other / Unclear,False
67663,@SpotifyCares I've been seeing a blank discovery tab on all the devices I've tried this morning. Gone for three hours now.,App & Web Player Technical,Other / Unclear,False
39773,"@SpotifyCares Spotify think I get wrong password, so I try to reset my password with myusername: linalthf, but I forgot what e-mail I used. Can u help me?",Account & Security,Account & Security,True
39765,"@SpotifyCares Work laptop(i7 8gb) Windows 10, chrome",Other / Unclear,Other / Unclear,True
44400,"@SpotifyCares Hey! So I can't renew my acc because it says that my balance isn't enough, the fact's mine's more than enough :(",Subscription & Billing,Subscription & Billing,True
52337,@SpotifyCares spotify pls :(,Other / Unclear,Other / Unclear,True
9375,@SpotifyCares I have logged in to multiple devices as well. All iPhones with iOS 11 updates. Same problem,App & Web Player Technical,Account & Security,False
102193,@SpotifyCares I’ll try it. Thanks!,Other / Unclear,Other / Unclear,True
53122,@SpotifyCares I've sent you a DM,Other / Unclear,Other / Unclear,True
44405,"@SpotifyCares I have a Samsung S7, Android 7.0 and the latest version of the Spotify app",Other / Unclear,App & Web Player Technical,False
37701,@SpotifyCares can you please add a feature to only view releases from artist you follow.,Features & Product Feedback,Features & Product Feedback,True
38300,"@115888 I have activated my premium for the first, however I did not get 30days for free, just 7 :( Can you fix it for me please?",Subscription & Billing,Subscription & Billing,True
80942,@SpotifyCares 😭😭😭😂😂😂😂,Other / Unclear,Other / Unclear,True
66015,"@SpotifyCares but it's been requested for years now, what's the point?",Other / Unclear,App & Web Player Technical,False
53140,@115888 your 'sub low' playlist is essential to getting things done and it hasn't been updated since September pls help,"Playlist, Library & Sync","Playlist, Library & Sync",True
65994,@SpotifyCares What do you mean by “DM”?,Other / Unclear,Other / Unclear,True
44670,@SpotifyCares On iphone app in folder wich i create on PC and put inside some playlist i dont have play button like in PC app Tnaks,"Playlist, Library & Sync","Playlist, Library & Sync",True
54535,@115888 when will astros new albums be added pls and thanks,Content Availability,Other / Unclear,False
86402,is MISS YOU ON SPOTIFY YET,Content Availability,Content Availability,True
14945,"@SpotifyCares Ok, thanks.",Other / Unclear,Other / Unclear,True
44294,@SpotifyCares my wife invited me to family premium. Where do I input the invite code to accept the invitation?,Subscription & Billing,Subscription & Billing,True
44407,@SpotifyCares I tried that multiple times,Other / Unclear,Other / Unclear,True
95828,"@spotifycares How can I create an account if my email is taken. I've never had an account, but people often use my email address",Account & Security,Account & Security,True
77683,@115888 I’ve been trying to change my payment to my Australian card from my UK and an error message saying Spotify isn’t available here keeps showing. Suggestions?? Followed FAQ help online.,Subscription & Billing,Subscription & Billing,True
95839,"@SpotifyCares What I’m asking is, how can I find the other, older versions (e.g. if I didn’t already have them saved). istr there used to be an “x more release(s)” link at the bottom of the track listing page for an album, but in this case I can’t find it. 2/2",Features & Product Feedback,Features & Product Feedback,True
86369,@115888 I need more skips,Features & Product Feedback,Other / Unclear,False
64381,@115888 how do you not have a customer service number 😡,Other / Unclear,Other / Unclear,True
12092,@SpotifyCares Why spotify not allowed in Saudi Arabia?????????? And when it will be allowed?? I waited for long time!!,Other / Unclear,App & Web Player Technical,False
30616,@115888 @SpotifyCares pls let us arrange songs by play count so I know which tracks I don’t listen to anymore and should delete thank u,Features & Product Feedback,Other / Unclear,False
46648,"Dear @115888, can't imagine what I listened to that gave you the idea to constantly fill my #DiscoverWeekly with Jam bands. Please stop.",Features & Product Feedback,Other / Unclear,False
42727,@115888 can you download music to #Apple watch?,Features & Product Feedback,App & Web Player Technical,False
29616,@115888 please contact me!,Other / Unclear,Other / Unclear,True
60383,"@SpotifyCares feature request with more than 3000 votes, fully ignored https://t.co/agQ4FMrpBC",Features & Product Feedback,Features & Product Feedback,True
7011,@117153 y'all charged my account 8 times ..... uhhh,Subscription & Billing,Subscription & Billing,True
